LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMEN,ADDRESS,ADDRID,X,Y,DESCRIPTIO
ABRA-026145,J & K Market,J & K Market Inc.,B,None,234 15TH STREET NE,48344.00000000,401393.84000000,136177.04000000,Retail - Grocery
ABRA-026520,7-Eleven,Tariq Hussain,B,None,1101 SOUTH CAPITOL STREET SW,277736.00000000,399170.93000000,134369.85000000,Retail - Grocery
ABRA-060094,Davis Market,"7 Round, Inc",B,None,3819 GEORGIA AVENUE NW,252561.00000000,397886.80000000,141155.58000000,Retail - Grocery
ABRA-060165,J & D Market,"Suk Jae & Jung Eun, Inc.",B,None,2201 MINNESOTA AVENUE SE,50557.00000000,402204.69000000,133721.34000000,Retail - Grocery
ABRA-060167,Fresh Fields Whole Foods Market,Whole Foods Market Group Inc,B,"Tasting,",1440 P STREET NW,279174.00000000,397088.79000000,137959.45000000,Retail - Grocery
ABRA-060197,10th Street Market,Dimitrios V. Phillis,B,None,1000 S STREET NW,239275.00000000,397730.36000000,138446.23000000,Retail - Grocery
ABRA-060236,Eleven Market,Albo Corp,B,None,1936 11TH STREET NW,279494.00000000,397632.33000000,138756.02000000,Retail - Grocery
ABRA-060306,Sun's Gallery,J J Sun Corporation,B,None,600 MARYLAND AVENUE SW,5831.00000000,398172.72000000,135347.16000000,Retail - Grocery
ABRA-060359,Rafael Grocery Deli,Habtmical Letckidan T.,B,None,233 FLORIDA AVENUE NW,230021.00000000,398685.81000000,138418.97000000,Retail - Grocery
ABRA-060453,Town & Country Market,Teshome Chekole,B,None,823 UPSHUR STREET NW,252465.00000000,397894.43000000,141582.72000000,Retail - Grocery
ABRA-060454,New Hampshire Market,"Bella Investments, Inc.",B,None,1900 16TH STREET NW,241920.00000000,396803.73000000,138650.76000000,Retail - Grocery
ABRA-060661,Trinity Deli & Food Market,"Sangwon, Inc.",B,None,200 MICHIGAN AVENUE NE,286573.00000000,399644.94000000,140191.21000000,Retail - Grocery
ABRA-060677,Chesapeake Big Market,Jang & Lee Inc,B,None,601 CHESAPEAKE STREET SE,151054.00000000,400148.46000000,129023.53000000,Retail - Grocery
ABRA-060723,Geranium Market,MYRB Corporation,B,None,7350 GEORGIA AVENUE NW,253539.00000000,397684.95000000,145701.90000000,Retail - Grocery
ABRA-074002,China Hut,Fa Ren Chen,B,None,7708 GEORGIA AVENUE NW,253569.00000000,397678.95000000,146124.26000000,Retail - Grocery
ABRA-074057,Metro Supermarket,2130 P Incorporated,B,None,2130 P STREET NW,298500.00000000,395805.35000000,137959.03000000,Retail - Grocery
ABRA-075065,Giant Food Store #382,Giant of Maryland LLC,B,"Tasting,",4303 CONNECTICUT AVENUE NW,301784.00000000,394523.79000000,141846.96000000,Retail - Grocery
ABRA-075795,Eddie's Carryout,Lusk's Corporation,B,None,1251 BLADENSBURG ROAD NE,285987.00000000,401862.41000000,137679.88000000,Retail - Grocery
ABRA-076751,Field to City,"Timor, LLC",B,None,200 RHODE ISLAND AVENUE NW,218577.00000000,398748.26000000,138531.08000000,Retail - Grocery
ABRA-077411,Elmira Grocery,"GG and SONS, Inc.",B,None,4401 SOUTH CAPITOL STREET SW,299727.00000000,399344.35000000,128678.31000000,Retail - Grocery
ABRA-077775,D'Vines,"D C Vines, LLC",B,"Tasting,",3103 14TH STREET NW,307830.00000000,397188.80000000,140156.84000000,Retail - Grocery
ABRA-077898,Fairmont Market,Jin Woo Her,B,None,2628 11TH STREET NW,231915.00000000,397637.17000000,139632.11000000,Retail - Grocery
ABRA-077988,Safeway,"Safeway, Inc.",B,None,6500 PINEY BRANCH ROAD NW,285341.00000000,397699.34000000,144623.03000000,Retail - Grocery
ABRA-078015,727 Market,"727, Inc.",B,None,2820 GEORGIA AVENUE NW,232553.00000000,397992.73000000,139870.39000000,Retail - Grocery
ABRA-078181,Brown Street Market,"Ji Youn, Inc",B,None,3320 BROWN STREET NW,233654.00000000,396696.87000000,140651.91000000,Retail - Grocery
ABRA-078255,Ogden Market,"Berhanu and Nega, LLC",B,None,1500 OGDEN STREET NW,234686.00000000,396970.33000000,140835.31000000,Retail - Grocery
ABRA-078414,Marvelous Market,"TC, LLC",B,None,2424 PENNSYLVANIA AVENUE NW,279591.00000000,395465.86000000,137237.70000000,Retail - Grocery
ABRA-078461,M & M Market,"M & M Beer & Wine, Inc.",B,None,3544 EAST CAPITOL STREET NE,287972.00000000,403980.20000000,135818.48000000,Retail - Grocery
ABRA-078514,Roland's of Capitol Hill,"Eugene, Inc.",B,None,333 PENNSYLVANIA AVENUE SE,278374.00000000,399915.34000000,135387.41000000,Retail - Grocery
ABRA-078540,Cowgirl Creamery,"Cowgirl Creamery East, LLC",B,"Tasting,",919 F STREET NW,239816.00000000,397836.75000000,136644.08000000,Retail - Grocery
ABRA-078591,Kearney's Grocery,Kono K. Gemechu,B,None,90 O STREET NW,237035.00000000,398967.76000000,137841.85000000,Retail - Grocery
ABRA-078727,Capitol Hill Market,"SMJ & Capitol Hill, Inc.",B,None,241 MASSACHUSETTS AVENUE NE,150404.00000000,399803.66000000,136284.27000000,Retail - Grocery
ABRA-078895,Target Store T-2259,Target Corporation,B,None,3100 14TH STREET NW,306304.00000000,397140.04000000,140158.41000000,Retail - Grocery
ABRA-078965,New Reservoir Market,"KMRY, Incorporated",B,None,1942 1ST STREET NW,227484.00000000,398923.29000000,138776.71000000,Retail - Grocery
ABRA-079038,Palisades Deli & Market,"T & H Deli, Inc.",B,None,4554 MACARTHUR BOULEVARD NW,224357.00000000,392407.83000000,137915.93000000,Retail - Grocery
ABRA-081240,Northeast Supermarket,"Won & Jung, Inc.",B,None,1201 MOUNT OLIVET ROAD NE,285914.00000000,401317.37000000,137991.22000000,Retail - Grocery
ABRA-081331,The Broad Branch Market,Broad Branch Market LLC,B,"Tasting,",5608 BROAD BRANCH ROAD NW,263174.00000000,394052.76000000,144192.58000000,Retail - Grocery
ABRA-077024,Hilton Washington Embassy Row Hotel,Arep Embassy Row Llc,C,"Entertainment,",2015 MASSACHUSETTS AVENUE NW,225934.00000000,396037.26000000,138096.80000000,Hotel
ABRA-077101,Washington Hilton (The),"CJUF II Destination Hotel, LLC",C,"Summer Garden, Entertainment, Dancing,",1919 CONNECTICUT AVENUE NW,242829.00000000,396076.89000000,138733.91000000,Hotel
ABRA-077109,Beacon Hotel & Corporate Quarters,"1615 LLL, LLC",C,"Sidewalk Cafe, Entertainment,",1615 RHODE ISLAND AVENUE NW,279263.00000000,396699.75000000,137688.48000000,Hotel
ABRA-078312,State Plaza Hotel/F Street Bistro,State Plaza Hotel Inc. and Catering Solutions LLC,C,None,2116 F STREET NW,242535.00000000,395880.82000000,136570.59000000,Hotel
ABRA-078651,Renaissance M Street Hotel,Washington Value I Added I LLC,C,"Sidewalk Cafe, Entertainment,",1143 NEW HAMPSHIRE AVENUE NW,243210.00000000,395874.56000000,137431.64000000,Hotel
ABRA-078884,Latham Hotel,Harte IHR Trading Company LP,C,None,3000 M STREET NW,273857.00000000,394842.37000000,137468.60000000,Hotel
ABRA-078960,Embassy Suites Downtown,HLT DC Owner LLC,C,"Entertainment,",1250 22ND STREET NW,242364.00000000,395711.33000000,137666.78000000,Hotel
ABRA-079235,Hotel George/Bis,"DC Six Lessee, LLC/Twice Baked, LLC",C,"Sidewalk Cafe, Entertainment,",15 E STREET NW,237159.00000000,399140.54000000,136505.23000000,Hotel
ABRA-079236,The Liaison Capitol Hill/Art and Soul/Art's Bar,"DC I&G Capital Lessee, LLC",C,"Summer Garden, Sidewalk Cafe, Entertainment, Dancing,",415 NEW JERSEY AVENUE NW,237162.00000000,399073.19000000,136393.57000000,Hotel
ABRA-079237,Hotel Madera,"DC Two Lessee, LLC",C,"Entertainment,",1310 NEW HAMPSHIRE AVENUE NW,243325.00000000,396031.56000000,137753.59000000,Hotel
ABRA-079242,Topaz Hotel,"DC One Lessee, LLC",C,"Entertainment,",1733 N STREET NW,241760.00000000,396555.85000000,137729.62000000,Hotel
ABRA-079243,Hotel Helix,"DC Four Lessee, LLC",C,"Summer Garden, Entertainment,",1430 RHODE ISLAND AVENUE NW,279165.00000000,397137.34000000,137802.82000000,Hotel
ABRA-079244,Hotel Rouge,"DC Three Lessee, LLC",C,"Entertainment,",1315 16TH STREET NW,242317.00000000,396866.29000000,137823.52000000,Hotel
ABRA-079382,Hilton Garden Inn Washington DC,"IA Urban Hotel Washington DC Franlin TRS, LLC",C,None,815 14TH STREET NW,279961.00000000,397247.31000000,136979.78000000,Hotel
ABRA-079383,Doubletree Washington DC,"IA Urban Hotel Washington DC Terrace TRS, LLC",C,"Summer Garden,",1515 RHODE ISLAND AVENUE NW,242312.00000000,396920.30000000,137786.81000000,Hotel
ABRA-079854,Courtyard by Marriott Washington DC/US Capitol,"DC CY Owner, LLC",C,"Entertainment,",1325 2ND STREET NE,304846.00000000,399725.60000000,137770.75000000,Hotel
ABRA-080787,Renaissance Mayflower Hotel,"Rockwood Mayflower, Inc",C,"Entertainment,",1127 CONNECTICUT AVENUE NW,241797.00000000,396576.73000000,137399.13000000,Hotel
ABRA-082474,Donovan House/Zentan,"LHO Tom Joad Circle DC Lessee, LLC",C,"Summer Garden, Entertainment,",1155 14TH STREET NW,242940.00000000,397261.85000000,137470.80000000,Hotel
ABRA-082836,Holiday Inn Express Hotel & Suites,Sharcon Hospitality Of D.C. Three LLC,C,"Summer Garden,",1917 BLADENSBURG ROAD NE,286535.00000000,402415.80000000,138732.96000000,Hotel
ABRA-083883,Sofitel Lafayette Square Washington DC,"H Street Shuffle Lessee, LLC",C,"Sidewalk Cafe, Entertainment, Dancing,",806 15TH STREET NW,279949.00000000,397051.78000000,136961.98000000,Hotel
ABRA-085256,Hotel Monaco & Poste Restaurant,"Jayhawk Lessee, LLC",C,"Summer Garden, Entertainment, Dancing,",700 F STREET NW,301590.00000000,398051.36000000,136571.24000000,Hotel
ABRA-085654,Renaissance Hotel Washington DC,"Sunstone K9 Lessee, Inc.",C,"Entertainment, Cover Charge",999 9TH STREET NW,218802.00000000,397945.24000000,137108.46000000,Hotel
ABRA-086306,Madison Hotel  Stipulated License,"JTCI5 MADISON HOTEL, L.P.",C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",1177 15TH STREET NW,240251.00000000,397045.73000000,137501.85000000,Hotel
ABRA-087060,St. Regis Hotel,"SRDC8 Owner, LLC",C,"Entertainment, Dancing, Cover Charge",923 16TH STREET NW,242334.00000000,396868.95000000,137139.51000000,Hotel
ABRA-087113,Courtyard By Marriott,CHSP TRS NAVY YARD LLC,C,"Sidewalk Cafe, Entertainment,",140 L STREET SE,299775.00000000,399656.31000000,134430.27000000,Hotel
ABRA-087920,Grand Hyatt Washington,"CCHH GHDC, LLC",C,"Entertainment, Dancing,",1000 H STREET NW,239368.00000000,397702.33000000,136832.40000000,Hotel
ABRA-088198,Georgetown Inn,"Georgetown Washington DC Inn, LLC",C,None,1310 WISCONSIN AVENUE NW,279035.00000000,394486.89000000,137707.09000000,Hotel
ABRA-088499,Capital Hilton Hotel (The),CHH Capital Tenant Corp.,C,"Entertainment, Dancing,",1001 16TH STREET NW,278775.00000000,396883.19000000,137252.47000000,Hotel
ABRA-089087,Hotel Palomar / Urbana Restaurant and Wine Bar,"Silver P Lessee, LLC",C,"Sidewalk Cafe, Entertainment, Dancing,",2121 P STREET NW,225942.00000000,395887.77000000,137995.72000000,Hotel
ABRA-089510,Marriott Residence Inn/Crios,"2120 P STREET ASSOCIATES, LLC/ZODIAC 2120 P, LLC",C,"Sidewalk Cafe, Entertainment,",2120 P STREET NW,279547.00000000,395895.68000000,137950.94000000,Hotel
ABRA-090337,"The Westin Washington, D.C. City Center","DiamondRock DC M Street Tenant, LLC",C,"Entertainment,",1400 M STREET NW,240254.00000000,397099.84000000,137495.93000000,Hotel
ABRA-001304,Dandy,Potomac Party Cruises Inc / The Dandy One Vessel,C,None,,0.00000000,396657.36000000,126116.95000000,Marine Vessel
ABRA-020455,Nina's Dandy,"Potomac Party Cruises, Inc.",C,None,,0.00000000,396657.36000000,126116.95000000,Marine Vessel
ABRA-021949,Nightingale II,Frager Enterprises Inc.,C,None,600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-022107,Odyssey Cruises,Premier Yachts Inc.,C,"Entertainment,",600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-077414,Spirit of Mt. Vernon,Spirit Cruises LLC,C,None,600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-077416,Spirit of Washington,Spirit Cruises LLC,C,None,600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-077418,The Capital Elite,Spirit Cruises LLC,C,"Entertainment,",600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-084405,Patriot II,"DC Harbor Cruises, LLC",C,None,10 1ST STREET SE,302351.00000000,399556.18000000,135646.60000000,Marine Vessel
ABRA-084410,Motor Yacht Celebrity (1 of 3),"Capital Yacht Charters, LLC",C,None,1300 MAINE AVENUE SW,302192.00000000,397431.83000000,134921.33000000,Marine Vessel
ABRA-084413,Motor Yacht Finished Business (2 of 3),"Capital Yacht Charters, LLC",C,None,1300 MAINE AVENUE SW,302192.00000000,397431.83000000,134921.33000000,Marine Vessel
ABRA-085705,The Boomerang Boat,"Boomerang Boat Tour, LLC",C,"Entertainment, Dancing,",600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-088738,Virginia's Jewels (3 of 3),"Captital Yacht Charters, LLC",C,None,1300 MAINE AVENUE SW,302192.00000000,397431.83000000,134921.33000000,Marine Vessel
ABRA-089426,Harbour Belle 2 of 2 Marine Vessel,"DC Harbor Cruises, LLC",C,None,113 POTOMAC AVENUE SW,277738.00000000,398972.73000000,133597.43000000,Marine Vessel
ABRA-089966,National Elite,Spirit Cruises LLC,C,None,600 WATER STREET SW,276680.00000000,398119.18000000,134229.64000000,Marine Vessel
ABRA-000704,Royal Palace,Fabwill Inc,C,None,1805 CONNECTICUT AVENUE NW,242756.00000000,396027.19000000,138505.86000000,Nightclub
ABRA-000771,Macombo Lounge,Jefferson Grill Inc,C,None,5335 GEORGIA AVENUE NW,254654.00000000,397601.70000000,143006.14000000,Nightclub
ABRA-000899,The Good Guys Restaurant,3124 Corporation,C,None,2311 WISCONSIN AVENUE NW,284342.00000000,393805.57000000,139201.25000000,Nightclub
ABRA-000931,Archibald's/Fast Eddies Billiards Cafe,Harco Inc,C,None,1520 K STREET NW,218319.00000000,396913.31000000,137142.77000000,Nightclub
ABRA-001182,Delta Elite,"Delta Elite, Inc.",C,None,3734 10TH STREET NE,156302.00000000,400534.82000000,140950.81000000,Nightclub
ABRA-001271,Player's Lounge,Georgene Thompson,C,None,2737 MARTIN LUTHER KING JR AVENUE SE,44965.00000000,400319.21000000,131043.13000000,Nightclub
ABRA-001273,Vegas Lounge,"Kittrell, Edith Mae & Jessie L",C,None,1415 P STREET NW,279146.00000000,397170.97000000,138000.20000000,Nightclub
ABRA-001449,Camelot,"R A H OF WASHINGTON, D.C",C,None,1823 M STREET NW,241271.00000000,396295.30000000,137560.75000000,Nightclub
ABRA-001686,The House,Linda & A Inc,C,None,3530 GEORGIA AVENUE NW,218185.00000000,397902.10000000,140674.55000000,Nightclub
ABRA-023167,Ozio Martini & Cigar Lounge,"19th & K, Inc.",C,"Summer Garden,",1813 M STREET NW,243139.00000000,396325.86000000,137563.43000000,Nightclub
ABRA-024613,Pure Nightclub & Lounge,Kelemewa Corporation,C,None,1326 U STREET NW,279068.00000000,397334.26000000,138769.63000000,Nightclub
ABRA-025542,The International Trade Center/Air,"Trade Center Management Associates,  LLC",C,"Summer Garden,",1300 PENNSYLVANIA AVENUE NW,293198.00000000,397379.12000000,136343.99000000,Nightclub
ABRA-060187,Haydee's 2000,Haydee Corporation,C,None,6303 GEORGIA AVENUE NW,254160.00000000,397631.85000000,144269.89000000,Nightclub
ABRA-060369,Gazuza,Dupont Imp Llc,C,"Summer Garden,",1629 CONNECTICUT AVENUE NW,241052.00000000,396143.81000000,138250.84000000,Nightclub
ABRA-060626,Fur Factory,"Night And Day Management, Llc",C,"Summer Garden,",33 PATTERSON STREET NE,37072.00000000,399304.00000000,137598.67000000,Nightclub
ABRA-071156,DC 9,"Bar 9, LLC",C,"Summer Garden,",1940 9TH STREET NW,279498.00000000,397899.19000000,138760.66000000,Nightclub
ABRA-071202,The Wonderland Ballroom,"The Wonderland Ballroom, Llc.",C,"Summer Garden, Sidewalk Cafe,",1101 KENYON STREET NW,231161.00000000,397573.56000000,140228.27000000,Nightclub
ABRA-071564,Bravo Bravo,Down Under Inc,C,None,1001 CONNECTICUT AVENUE NW,278774.00000000,396620.19000000,137221.95000000,Nightclub
ABRA-071717,Rumors Restaurant,"1900 M Restaurant Associates, Inc.",C,"Sidewalk Cafe,",1900 M STREET NW,243290.00000000,396194.90000000,137501.31000000,Nightclub
ABRA-071743,LUX,"Arm, Llc",C,None,649 NEW YORK AVENUE NW,218713.00000000,398147.67000000,137281.83000000,Nightclub
ABRA-072225,K Street,"Jasper Ventures, LLC",C,"Sidewalk Cafe,",1301 K STREET NW,240647.00000000,397352.63000000,137230.54000000,Nightclub
ABRA-073809,Lucky Strike,Lucky Strike Washington DC LLC,C,"Summer Garden,",701 7TH STREET NW,297655.00000000,398172.32000000,136771.35000000,Nightclub
ABRA-074456,Ibiza,"Superclub Ibiza, Llc",C,"Summer Garden,",1222 1ST STREET NE,70970.00000000,399450.76000000,137651.85000000,Nightclub
ABRA-074767,Ultrabar/Chroma,"Toppromo, Inc.",C,None,911 F STREET NW,242797.00000000,397864.27000000,136644.30000000,Nightclub
ABRA-074894,LIV Nightclub,"Mahogany, LLC",C,None,2001 11TH STREET NW,239179.00000000,397673.99000000,138810.29000000,Nightclub
ABRA-075156,Tattoo,"Inner Circle 1413, LLC",C,None,1413 K STREET NW,279142.00000000,397164.60000000,137227.69000000,Nightclub
ABRA-075162,Lotus,"Inner Circle 1420, LLC",C,None,1420 K STREET NW,240271.00000000,397153.92000000,137143.57000000,Nightclub
ABRA-075424,Eclipse Restaurant & Nightclub,"Eclipse Restaurant & Night Club, Inc.",C,None,2820 BLADENSBURG ROAD NE,287285.00000000,403087.45000000,139836.82000000,Nightclub
ABRA-075548,The Park Place at 14th,"Park Place, Inc.",C,"Sidewalk Cafe,",920 14TH STREET NW,279987.00000000,397203.44000000,137117.69000000,Nightclub
ABRA-075871,Shadow Room,"Acott Ventures, LLC",C,None,2131 K STREET NW,242483.00000000,395865.47000000,137227.39000000,Nightclub
ABRA-076801,Town,"The Art of Lounge, LLC",C,None,2009 8TH STREET NW,242769.00000000,398032.06000000,138804.48000000,Nightclub
ABRA-078663,Ziegfield's/Secrets,"C J Enterprises, Inc.",C,None,1824 HALF STREET SW,277759.00000000,399105.65000000,133294.70000000,Nightclub
ABRA-078881,DC Star,"Taboo, LLC",C,None,2135 QUEENS CHAPEL ROAD NE,286671.00000000,402393.44000000,139115.14000000,Nightclub
ABRA-079224,Muse Nightclub and Lounge,"Zhou Hospitality, LLC",C,"Summer Garden,",717 6TH STREET NW,238948.00000000,398301.60000000,136789.08000000,Nightclub
ABRA-081805,Recess Bar,"Boutique Lounges, LLC",C,None,727 15TH STREET NW,218739.00000000,397114.74000000,136864.86000000,Nightclub
ABRA-082005,Stadium,The Stadium Group LLC,C,"Summer Garden,",2127 QUEENS CHAPEL ROAD NE,51442.00000000,402403.35000000,139085.95000000,Nightclub
ABRA-083133,Eye Bar/Garden of Eden,"1716 I, LLC",C,"Summer Garden,",1716 I STREET NW,279328.00000000,396510.05000000,137022.64000000,Nightclub
ABRA-083264,Music & Arts Club,"Cuckoo Marans, LLC",C,None,2001 14TH STREET NW,240357.00000000,397248.69000000,138809.30000000,Nightclub
ABRA-083265,Sweet Spot,"1140 Hospitality, LLC",C,"Sidewalk Cafe,",1140 19TH STREET NW,241076.00000000,396193.86000000,137456.20000000,Nightclub
ABRA-083919,Dirty Martini Inn Bar/Dirty Bar,"Inner Circle 1223, LLC",C,"Summer Garden, Sidewalk Cafe,",1223 CONNECTICUT AVENUE NW,241771.00000000,396424.45000000,137648.32000000,Nightclub
ABRA-084711,Opera Ultra Lounge,"Jam Ventures, LLC",C,None,1400 I STREET NW,217995.00000000,397199.87000000,137019.46000000,Nightclub
ABRA-084726,Love,"Love Des, LLC",C,None,1350 OKIE STREET NE,66106.00000000,401214.08000000,138515.32000000,Nightclub
ABRA-086035,Cafe Asia,1720 I LLC,C,None,1720 I STREET NW,279343.00000000,396489.34000000,137019.93000000,Nightclub
ABRA-087101,Heist,"H-4, LLC",C,None,1216 18TH STREET NW,241286.00000000,396359.48000000,137611.68000000,Nightclub
ABRA-087317,U4RIA @Republic Gardens,U4RIA at Republic Gardens,C,None,1355 U STREET NW,240354.00000000,397289.57000000,138827.34000000,Nightclub
ABRA-087638,Grand Slam,"CCHH GHDC, LLC",C,None,1000 H STREET NW,239368.00000000,397702.33000000,136832.40000000,Nightclub
ABRA-087875,Louis Rogue,"476 K, LLC",C,None,476 K STREET NW,237570.00000000,398377.74000000,137156.92000000,Nightclub
ABRA-088077,Jackie Lee's Lounge,"The Lounge Uptown, LLC",C,None,116 KENNEDY STREET NW,245876.00000000,398917.42000000,143163.94000000,Nightclub
ABRA-009238,Remington's,Pennsylvania Rail Inc,C,None,639 PENNSYLVANIA AVENUE SE,148422.00000000,400246.98000000,135205.60000000,Nightclub
ABRA-060411,Green Lantern/Tool Shed,Carriage House LLC,C,None,1335 GREEN COURT NW,279092.00000000,397322.62000000,137403.53000000,Nightclub
ABRA-072087,Midtown,"Hak, LLC",C,None,1219 CONNECTICUT AVENUE NW,278950.00000000,396428.34000000,137631.49000000,Nightclub
ABRA-001341,Edwards Bar & Grill,,C,None,912 RHODE ISLAND AVENUE NE,299995.00000000,400569.91000000,139385.83000000,Nightclub
